timestamp,Geschirr,Waschmaschine,Trockner,meter,month,household,date_str
2019-10-26 00:00:00+02:00,87337.67,56477.13999999997,75458.71999999988,44520539.56000025,10,200035,2019-10-26
2019-10-27 00:00:00+02:00,5.6899999999999995,19051.059999999994,102189.29000000005,35055055.10999984,10,200035,2019-10-27
2019-10-27 23:00:00+01:00,110215.18999999994,43931.02999999999,0.0,39168978.41999943,10,200035,2019-10-27
2019-10-28 23:00:00+01:00,57759.330000000016,0.0,83994.92999999986,42788375.8399999,10,200035,2019-10-28
2019-10-29 23:00:00+01:00,65325.05999999997,0.0,654.33,43958888.52000009,10,200035,2019-10-29
2019-10-30 23:00:00+01:00,61158.060000000005,0.0,657.33,40960307.02000027,10,200035,2019-10-30
2019-10-31 23:00:00+01:00,0.0,0.0,0.0,1152805.9000000008,10,200035,2019-10-31
