household,Geschirr,Waschmaschine,Trockner,meter,Geschirr_percent,Waschmaschine_percent,Trockner_percent
100033,2979.033807413419,3582.295395093796,409.071836429774,49552.33130778222,57.14285714285714,71.42857142857143,0.0
100017,3404.720761490786,1977.4839308837795,761.3018483606556,32137.69039342892,71.42857142857143,14.285714285714285,14.285714285714285
100020,607.1850832091405,1372.6690760946708,1071.9678835545149,37985.09578692589,14.285714285714285,0.0,28.57142857142857
100038,2713.5202857398085,2540.125860229933,1350.2313728798526,56178.490006621396,42.857142857142854,28.57142857142857,42.857142857142854
100045,2568.9900756097272,2595.2842276216497,1847.972433367011,48208.70651886056,28.57142857142857,42.857142857142854,57.14285714285714
100037,0.0,4244.82497155955,5107.832039794904,57132.14203997763,0.0,85.71428571428571,71.42857142857143
200035,5770.432282266458,2813.2947390059844,5683.640458235756,68887.76855657001,85.71428571428571,57.14285714285714,85.71428571428571
